Date,Open,High,Low,Close,Volume
2018-01-02,55.0,56.9404,54.5212,56.449,25352287
2018-01-03,56.5257,58.4249,55.5585,57.442,19136742
2018-01-04,57.624,58.6932,56.5793,57.6481,18660685
2018-01-05,57.5563,59.1715,57.2042,58.8117,7167975
2018-01-08,58.8491,59.2845,53.9324,54.3344,10292974
2018-01-09,54.4054,55.9969,54.3945,55.9856,14211369
2018-01-10,56.0204,57.1256,53.461,54.537,13837931
2018-01-11,55.0092,55.2298,51.86,52.0688,16482546
2018-01-12,52.1448,52.9687,51.7095,52.5302,27968977
2018-01-15,52.4526,53.7083,52.3826,53.6367,19171900
2018-01-16,53.7816,54.4345,52.3734,53.017,20116090
2018-01-17,52.8558,52.9105,51.4212,51.4745,13744270
2018-01-18,51.5432,51.9438,51.1631,51.5636,12256465
2018-01-19,51.6949,51.8209,51.4117,51.5374,11931692
2018-01-22,51.4736,53.8839,51.2832,53.6853,13868752
2018-01-23,53.6469,54.8962,53.6398,54.889,7395400
2018-01-24,54.7482,55.7021,54.296,55.2459,11426554
2018-01-25,55.282,57.6776,54.6943,57.0708,14596101
2018-01-26,56.9701,57.028,56.7377,56.7953,11869528
2018-01-29,57.1065,57.6175,54.8832,55.3787,14173795
2018-01-30,55.5016,56.6934,55.1721,56.3588,6811004
2018-01-31,56.3368,57.7753,55.9228,57.3538,11515870
2018-02-01,57.1263,57.8711,56.3179,57.0619,14490371
2018-02-02,57.4272,57.9979,55.3095,55.8647,23136456
2018-02-05,56.0998,56.4195,55.965,56.2843,15134936
2018-02-06,56.3812,56.6312,52.2616,52.4945,13159085
2018-02-07,52.5416,54.1734,51.964,53.5844,11396026
2018-02-08,53.6285,54.6375,53.3842,54.3897,14645427
2018-02-09,54.33,54.5787,51.734,51.9719,11689618
2018-02-12,52.2816,52.9972,51.4005,52.1138,19373569
2018-02-13,52.1622,52.5043,50.426,50.7589,11540681
2018-02-14,50.5555,52.016,50.4537,51.9115,18836497
2018-02-15,51.8253,52.2003,48.6963,49.0512,11041491
2018-02-16,48.6863,49.001,47.5338,47.8431,7846308
2018-02-19,47.9528,49.1852,47.637,48.8634,7957528
2018-02-20,48.9908,51.0251,48.5222,50.5416,20786829
2018-02-21,50.8262,51.8243,46.6548,47.5894,11333588
2018-02-22,47.9041,48.1533,46.7244,46.9686,11741167
2018-02-23,46.873,48.1052,46.23,47.4542,40333160
2018-02-26,47.533,47.9425,46.2855,46.6878,8891283
2018-02-27,46.8419,49.7555,46.012,48.8894,14077675
2018-02-28,49.0208,49.9763,46.3905,47.3127,8207941
2018-03-01,47.2548,47.8922,47.2011,47.8378,11073943
2018-03-02,47.9677,48.9414,45.5393,46.4829,17668179
2018-03-05,46.5659,48.6152,46.3789,48.4206,12615776
2018-03-06,48.633,49.4049,47.67,48.4387,30834634
2018-03-07,48.4488,48.6198,47.8083,47.9776,9736185
2018-03-08,47.9572,48.779,44.9581,45.7419,10758095
2018-03-09,45.685,48.1813,45.5344,48.0229,8065016
2018-03-12,47.982,49.1131,47.9762,49.1071,14366056
2018-03-13,49.0079,50.8425,48.3975,50.217,10409707
2018-03-14,50.1795,52.0651,50.0339,51.9144,13451147
2018-03-15,52.0068,52.771,51.721,52.4827,10243081
2018-03-16,52.5691,52.9795,51.1884,51.5911,17142686
2018-03-19,51.8091,51.9923,50.3052,50.4837,10953032
2018-03-20,50.6628,50.7374,49.3274,49.4002,14795231
2018-03-21,49.5058,51.4223,49.4913,51.4073,13587030
2018-03-22,51.2424,51.6208,49.0067,49.3713,10553223
2018-03-23,49.468,49.5861,48.4756,48.5916,14337657
2018-03-26,48.7733,49.0716,47.9039,48.1987,14282693
2018-03-27,48.0215,48.8683,47.7111,48.5544,17681824
2018-03-28,48.403,49.428,48.3771,49.4016,6429088
2018-03-29,49.2712,49.7238,47.2916,47.73,26197427
2018-03-30,47.5916,47.9199,45.1768,45.4907,15112984
2018-04-02,45.4608,45.9194,45.0719,45.5299,17097674
2018-04-03,45.4114,47.6233,44.975,47.17,17836213
2018-04-04,47.2343,49.3321,46.1657,48.2408,8266080
2018-04-05,48.0746,48.6713,47.9887,48.5845,19403979
2018-04-06,48.5751,49.067,47.7091,48.1972,16241950
2018-04-09,48.1339,49.0682,47.7176,48.6475,11828100
2018-04-10,48.5148,49.0775,47.7999,48.3608,20106402
2018-04-11,48.5197,50.1935,47.8828,49.5431,13032044
2018-04-12,49.556,49.9932,48.0599,48.4877,9617089
2018-04-13,48.575,49.1653,48.1316,48.7206,20643894
2018-04-16,48.6803,48.8852,48.4112,48.6158,19864779
2018-04-17,48.7268,49.8909,48.2617,49.4192,16574327
2018-04-18,49.5188,50.0295,49.2746,49.784,13758242
2018-04-19,49.7698,53.6937,49.6538,53.5688,27675503
2018-04-20,53.2928,56.3371,52.923,55.9488,11522614
2018-04-23,56.0962,58.8178,55.7252,58.4314,15916840
2018-04-24,58.5628,58.7895,54.9898,55.2035,13558889
2018-04-25,55.2429,55.4228,54.5492,54.7275,13493187
2018-04-26,54.7767,55.247,53.3823,53.8445,17691290
2018-04-27,53.8738,55.2119,53.3873,54.7178,9845412
2018-04-30,54.7588,55.2548,50.8802,51.3452,17902683
2018-05-01,51.1992,53.1439,51.1915,53.1359,16332126
2018-05-02,53.1362,55.3556,52.6186,54.8217,12774634
2018-05-03,54.8835,55.1239,52.6556,52.8873,10940583
2018-05-04,52.7993,52.9354,51.3584,51.4912,8416937
2018-05-07,51.3502,51.6595,50.0811,50.3847,15151382
2018-05-08,50.6745,50.6921,50.4788,50.4963,28932286
2018-05-09,50.5971,51.5996,50.4727,51.473,11362560
2018-05-10,51.4346,55.3402,50.7406,54.6035,10081461
2018-05-11,54.5323,54.8749,54.0108,54.3523,11170601
2018-05-14,53.9308,55.723,53.814,55.6027,16302780
2018-05-15,55.3745,56.9048,54.3825,55.9033,17897475
2018-05-16,55.8712,59.0583,55.6459,58.8211,16878892
2018-05-17,59.0587,60.4369,58.7583,60.131,14351346
2018-05-18,59.7702,62.8027,59.5492,62.5713,8957488
2018-05-21,62.4509,62.7873,60.4214,60.7487,22114093
2018-05-22,61.1083,61.4978,60.0927,60.4782,12816504
2018-05-23,60.6104,60.8375,58.9358,59.1574,17162201
2018-05-24,59.2414,62.0531,58.9956,61.7967,15193837
2018-05-25,62.0292,63.327,61.7287,63.0217,14701275
2018-05-28,63.0102,64.1926,61.3671,62.5406,20313006
2018-05-29,62.5184,62.7385,61.5871,61.8046,15569945
2018-05-30,61.9481,63.0752,61.5987,62.7214,33931013
2018-05-31,62.8929,63.5383,60.9156,61.5472,26536391
2018-06-01,61.3613,61.7593,59.6148,60.0041,21219841
2018-06-04,60.2899,62.0162,59.1732,60.8884,13256809
2018-06-05,60.5808,65.637,60.3206,65.3562,20474442
2018-06-06,65.2318,65.992,64.2088,64.9659,17022960
2018-06-07,65.577,65.7677,63.8272,64.0134,19779551
2018-06-08,63.9269,64.0597,61.8554,61.9842,15326105
2018-06-11,62.1176,62.4286,59.4422,59.7413,9872239
2018-06-12,59.5727,61.256,59.0239,60.6969,10105003
2018-06-13,60.6497,63.3454,59.5726,62.24,14449674
2018-06-14,62.117,62.4303,62.0047,62.3176,20976888
2018-06-15,62.2547,63.4026,61.8271,62.9701,14443466
2018-06-18,63.1058,64.3132,62.0346,63.2397,11693256
2018-06-19,63.5835,63.6627,63.4722,63.5515,13829230
2018-06-20,63.73,64.5629,60.1246,60.9208,19396391
2018-06-21,61.2169,61.4694,59.9459,60.1941,12256118
2018-06-22,60.114,60.7001,59.8596,60.4443,12058681
2018-06-25,60.7216,61.6992,58.2229,59.1756,15501049
2018-06-26,59.2869,59.4865,58.2427,58.4394,19314286
2018-06-27,58.691,58.9878,56.8655,57.1545,9148031
2018-06-28,57.0935,57.1077,56.6586,56.6726,12684336
2018-06-29,56.6436,58.246,56.5181,58.1172,14752130
2018-07-02,58.3663,58.482,57.3939,57.5079,12452681
2018-07-03,57.6237,58.4392,56.5031,57.3142,18184889
2018-07-04,57.3428,58.8261,57.229,58.7095,20805411
2018-07-05,58.5991,60.3854,58.0765,59.8515,11000653
2018-07-06,59.8436,62.9502,59.7577,62.8599,38715028
2018-07-09,62.9617,63.743,58.5658,59.3016,17326935
2018-07-10,59.4395,62.0659,58.2215,60.8196,27928934
